Ημερομηνία,NO (ppb),"NO (ppb)
x","NO (ppb)
2","NO (μg/m3)
2","Οριακή
τιμή
(μg/m3)"
1/3/2024 0:00,0.305,19.707,19.402,36.476,200
1/3/2024 1:00,0.013,7.897,7.883,14.820,200
1/3/2024 2:00,0.055,8.684,8.628,16.221,200
1/3/2024 3:00,0.001,8.943,8.942,16.811,200
1/3/2024 4:00,-0.074,6.771,6.846,12.870,200
1/3/2024 5:00,2.152,16.188,14.039,26.393,200
1/3/2024 6:00,6.329,29.610,23.280,43.766,200
1/3/2024 7:00,1.103,18.890,17.787,33.440,200
1/3/2024 8:00,3.525,27.246,23.723,44.599,200
1/3/2024 9:00,18.670,54.332,35.664,67.048,200
1/3/2024 10:00,4.512,27.141,22.629,42.543,200
1/3/2024 11:00,10.680,41.876,31.195,58.647,200
1/3/2024 12:00,23.883,61.299,37.416,70.342,200
1/3/2024 13:00,19.821,53.395,33.575,63.121,200
1/3/2024 14:00,12.327,37.175,24.847,46.712,200
1/3/2024 15:00,5.698,28.817,23.118,43.462,200
1/3/2024 16:00,4.109,21.317,17.207,32.349,200
1/3/2024 17:00,5.621,28.832,23.211,43.637,200
1/3/2024 18:00,4.560,24.737,20.178,37.935,200
1/3/2024 19:00,3.415,28.244,24.827,46.675,200
1/3/2024 20:00,22.599,53.187,30.587,57.504,200
1/3/2024 21:00,16.082,45.167,29.087,54.684,200
1/3/2024 22:00,1.760,18.402,16.642,31.287,200
1/3/2024 23:00,4.275,30.169,25.893,48.679,200
2/3/2024 0:00,2.501,21.783,19.282,36.250,200
2/3/2024 1:00,2.332,15.361,13.029,24.495,200
2/3/2024 2:00,0.472,5.649,5.178,9.735,200
2/3/2024 3:00,0.932,8.577,7.642,14.367,200
2/3/2024 4:00,0.522,3.510,2.987,5.616,200
2/3/2024 5:00,2.080,8.107,6.029,11.335,200
2/3/2024 6:00,0.658,10.412,9.755,18.339,200
2/3/2024 7:00,20.352,42.852,22.499,42.298,200
2/3/2024 8:00,20.997,39.800,18.803,35.350,200
2/3/2024 9:00,32.003,58.327,26.324,49.489,200
Ημερομηνία,NO (ppb),"NO (ppb)
x","NO (ppb)
2","NO (μg/m3)
2","Οριακή
τιμή
(μg/m3)"
2/3/2024 10:00,47.541,71.962,24.421,45.911,200
2/3/2024 11:00,18.762,37.419,18.656,35.073,200
2/3/2024 12:00,7.796,21.130,13.334,25.068,200
2/3/2024 13:00,4.439,12.855,8.416,15.822,200
2/3/2024 14:00,1.195,4.456,3.263,6.134,200
2/3/2024 15:00,1.577,6.455,4.881,9.176,200
2/3/2024 16:00,1.688,7.496,5.808,10.919,200
2/3/2024 17:00,3.873,16.814,12.943,24.333,200
2/3/2024 18:00,0.782,21.056,20.275,38.117,200
2/3/2024 19:00,9.544,50.704,41.158,77.377,200
2/3/2024 20:00,13.191,48.190,34.999,65.798,200
2/3/2024 21:00,31.041,67.341,36.301,68.246,200
2/3/2024 22:00,33.170,61.176,28.008,52.655,200
2/3/2024 23:00,50.497,85.288,34.792,65.409,200
3/3/2024 0:00,34.670,66.404,31.734,59.660,200
3/3/2024 1:00,17.847,47.452,29.606,55.659,200
3/3/2024 2:00,32.233,60.892,28.658,53.877,200
3/3/2024 3:00,9.023,34.190,25.168,47.316,200
3/3/2024 4:00,14.008,37.540,23.532,44.240,200
3/3/2024 5:00,21.888,39.587,17.701,33.278,200
3/3/2024 6:00,55.447,74.173,18.728,35.209,200
3/3/2024 7:00,51.543,70.863,19.317,36.316,200
3/3/2024 8:00,26.428,47.084,20.658,38.837,200
3/3/2024 9:00,14.202,24.811,10.608,19.943,200
3/3/2024 10:00,10.009,18.813,8.802,16.548,200
3/3/2024 11:00,8.188,17.963,9.778,18.383,200
3/3/2024 12:00,2.691,9.377,6.687,12.572,200
3/3/2024 13:00,2.537,8.327,5.792,10.889,200
3/3/2024 14:00,2.048,6.386,4.339,8.157,200
3/3/2024 15:00,6.867,18.005,11.138,20.939,200
3/3/2024 16:00,0.562,3.568,3.005,5.649,200
3/3/2024 17:00,0.388,3.312,2.922,5.493,200
3/3/2024 18:00,0.419,3.922,3.504,6.588,200
3/3/2024 19:00,1.760,12.765,11.004,20.688,200
3/3/2024 20:00,5.697,16.977,11.277,21.201,200
3/3/2024 21:00,13.780,34.941,21.159,39.779,200
3/3/2024 22:00,8.577,29.798,21.221,39.895,200
3/3/2024 23:00,12.694,38.635,25.940,48.767,200
4/3/2024 0:00,7.301,37.151,29.852,56.122,200
4/3/2024 1:00,0.470,19.500,19.031,35.778,200
Ημερομηνία,NO (ppb),"NO (ppb)
x","NO (ppb)
2","NO (μg/m3)
2","Οριακή
τιμή
(μg/m3)"
4/3/2024 2:00,0.215,9.044,8.828,16.597,200
4/3/2024 3:00,1.603,14.223,12.620,23.726,200
4/3/2024 4:00,4.789,26.491,21.703,40.802,200
4/3/2024 5:00,3.805,22.245,18.442,34.671,200
4/3/2024 6:00,34.560,64.593,30.033,56.462,200
4/3/2024 7:00,63.992,99.226,35.235,66.242,200
4/3/2024 8:00,46.617,76.811,30.195,56.767,200
4/3/2024 9:00,31.481,55.908,24.429,45.927,200
4/3/2024 10:00,29.706,56.002,26.296,49.436,200
4/3/2024 11:00,35.883,68.923,33.041,62.117,200
4/3/2024 12:00,13.336,33.622,20.286,38.138,200
4/3/2024 13:00,8.264,25.039,16.777,31.541,200
4/3/2024 14:00,7.721,21.894,14.176,26.651,200
4/3/2024 15:00,4.860,17.126,12.266,23.060,200
4/3/2024 16:00,1.509,7.941,6.431,12.090,200
4/3/2024 17:00,1.606,10.678,9.071,17.053,200
4/3/2024 18:00,0.893,10.202,9.309,17.501,200
4/3/2024 19:00,0.318,8.917,8.598,16.164,200
4/3/2024 20:00,0.157,7.758,7.600,14.288,200
4/3/2024 21:00,0.249,6.858,6.608,12.423,200
4/3/2024 22:00,0.279,5.800,5.518,10.374,200
4/3/2024 23:00,0.113,4.954,4.840,9.099,200
5/3/2024 0:00,-0.003,3.656,3.660,6.881,200
5/3/2024 1:00,0.056,2.687,2.635,4.954,200
5/3/2024 2:00,0.158,2.899,2.741,5.153,200
5/3/2024 3:00,0.124,2.197,2.075,3.901,200
5/3/2024 4:00,0.050,3.661,3.611,6.789,200
5/3/2024 5:00,0.380,9.934,9.554,17.962,200
5/3/2024 6:00,0.613,13.363,12.749,23.968,200
5/3/2024 7:00,6.660,38.382,31.723,59.639,200
5/3/2024 8:00,4.258,29.223,24.966,46.936,200
5/3/2024 9:00,11.917,38.945,27.028,50.813,200
5/3/2024 10:00,18.773,46.601,27.828,52.317,200
5/3/2024 11:00,2.686,21.628,18.942,35.611,200
5/3/2024 12:00,4.182,23.286,19.107,35.921,200
5/3/2024 13:00,4.637,20.627,15.991,30.063,200
5/3/2024 14:00,8.123,26.918,18.795,35.335,200
5/3/2024 15:00,3.729,17.098,13.371,25.137,200
5/3/2024 16:00,11.244,25.693,14.449,27.164,200
5/3/2024 17:00,3.918,21.437,17.519,32.936,200
Ημερομηνία,NO (ppb),"NO (ppb)
x","NO (ppb)
2","NO (μg/m3)
2","Οριακή
τιμή
(μg/m3)"
5/3/2024 18:00,13.360,41.887,28.528,53.633,200
5/3/2024 19:00,10.304,37.443,27.138,51.019,200
5/3/2024 20:00,2.247,25.639,23.396,43.984,200
5/3/2024 21:00,10.890,42.793,31.904,59.980,200
5/3/2024 22:00,29.141,59.967,30.829,57.959,200
5/3/2024 23:00,38.891,67.840,28.952,54.430,200
6/3/2024 0:00,10.516,34.080,23.564,44.300,200
6/3/2024 1:00,15.607,40.986,25.379,47.713,200
6/3/2024 2:00,12.775,37.235,24.461,45.987,200
6/3/2024 3:00,4.104,23.244,19.141,35.985,200
6/3/2024 4:00,14.537,34.813,20.275,38.117,200
6/3/2024 5:00,5.676,23.419,17.742,33.355,200
6/3/2024 6:00,49.058,73.740,24.685,46.408,200
6/3/2024 7:00,190.154,222.821,32.667,61.414,200
6/3/2024 8:00,154.722,187.691,32.972,61.987,200
6/3/2024 9:00,93.188,127.001,33.810,63.563,200
6/3/2024 10:00,90.630,126.056,35.428,66.605,200
6/3/2024 11:00,32.239,58.033,25.790,48.485,200
6/3/2024 12:00,15.354,34.300,18.948,35.622,200
6/3/2024 13:00,11.229,27.565,16.337,30.714,200
6/3/2024 14:00,12.870,30.503,17.632,33.148,200
6/3/2024 15:00,3.600,11.207,7.608,14.303,200
6/3/2024 16:00,6.357,20.711,14.353,26.984,200
6/3/2024 17:00,4.242,18.807,14.566,27.384,200
6/3/2024 18:00,2.865,15.115,12.251,23.032,200
6/3/2024 19:00,0.200,5.668,5.470,10.284,200
6/3/2024 20:00,0.291,10.541,10.250,19.270,200
6/3/2024 21:00,0.667,11.168,10.499,19.738,200
6/3/2024 22:00,0.863,10.405,9.542,17.939,200
6/3/2024 23:00,2.186,21.759,19.576,36.803,200
7/3/2024 0:00,0.566,9.472,8.908,16.747,200
7/3/2024 1:00,0.323,13.034,12.713,23.900,200
7/3/2024 2:00,0.086,13.169,13.086,24.602,200
7/3/2024 3:00,0.083,11.624,11.539,21.693,200
7/3/2024 4:00,1.442,18.105,16.666,31.332,200
7/3/2024 5:00,3.792,27.119,23.328,43.857,200
7/3/2024 6:00,14.117,42.257,28.143,52.909,200
7/3/2024 7:00,38.007,69.229,31.220,58.694,200
7/3/2024 8:00,44.447,79.827,35.379,66.513,200
7/3/2024 9:00,52.785,89.687,36.901,69.374,200
Ημερομηνία,NO (ppb),"NO (ppb)
x","NO (ppb)
2","NO (μg/m3)
2","Οριακή
τιμή
(μg/m3)"
7/3/2024 10:00,22.774,47.086,24.312,45.707,200
7/3/2024 11:00,11.003,24.291,13.288,24.981,200
7/3/2024 12:00,15.602,34.348,18.748,35.246,200
7/3/2024 13:00,5.371,16.287,10.917,20.524,200
7/3/2024 14:00,5.071,17.877,12.806,24.075,200
7/3/2024 15:00,2.327,8.922,6.593,12.395,200
7/3/2024 16:00,2.686,14.190,11.506,21.631,200
7/3/2024 17:00,2.613,13.529,10.914,20.518,200
7/3/2024 18:00,2.225,14.940,12.716,23.906,200
7/3/2024 19:00,1.518,18.629,17.115,32.176,200
7/3/2024 20:00,1.194,18.675,17.481,32.864,200
7/3/2024 21:00,1.154,10.833,9.679,18.197,200
7/3/2024 22:00,0.181,7.424,7.245,13.621,200
7/3/2024 23:00,0.149,15.556,15.407,28.965,200
8/3/2024 0:00,0.311,15.230,14.918,28.046,200
